Uniform_Plate_T3_16x16_Fx
289   1   1   1
1   1   1   1   0.000000   0.000000   0.0
2   1   1   1   0.000000   0.062500   0.0
3   1   1   1   0.000000   0.125000   0.0
4   1   1   1   0.000000   0.187500   0.0
5   1   1   1   0.000000   0.250000   0.0
6   1   1   1   0.000000   0.312500   0.0
7   1   1   1   0.000000   0.375000   0.0
8   1   1   1   0.000000   0.437500   0.0
9   1   1   1   0.000000   0.500000   0.0
10   1   1   1   0.000000   0.562500   0.0
11   1   1   1   0.000000   0.625000   0.0
12   1   1   1   0.000000   0.687500   0.0
13   1   1   1   0.000000   0.750000   0.0
14   1   1   1   0.000000   0.812500   0.0
15   1   1   1   0.000000   0.875000   0.0
16   1   1   1   0.000000   0.937500   0.0
17   1   1   1   0.000000   1.000000   0.0
18   0   0   1   0.062500   0.000000   0.0
19   0   0   1   0.062500   0.062500   0.0
20   0   0   1   0.062500   0.125000   0.0
21   0   0   1   0.062500   0.187500   0.0
22   0   0   1   0.062500   0.250000   0.0
23   0   0   1   0.062500   0.312500   0.0
24   0   0   1   0.062500   0.375000   0.0
25   0   0   1   0.062500   0.437500   0.0
26   0   0   1   0.062500   0.500000   0.0
27   0   0   1   0.062500   0.562500   0.0
28   0   0   1   0.062500   0.625000   0.0
29   0   0   1   0.062500   0.687500   0.0
30   0   0   1   0.062500   0.750000   0.0
31   0   0   1   0.062500   0.812500   0.0
32   0   0   1   0.062500   0.875000   0.0
33   0   0   1   0.062500   0.937500   0.0
34   0   0   1   0.062500   1.000000   0.0
35   0   0   1   0.125000   0.000000   0.0
36   0   0   1   0.125000   0.062500   0.0
37   0   0   1   0.125000   0.125000   0.0
38   0   0   1   0.125000   0.187500   0.0
39   0   0   1   0.125000   0.250000   0.0
40   0   0   1   0.125000   0.312500   0.0
41   0   0   1   0.125000   0.375000   0.0
42   0   0   1   0.125000   0.437500   0.0
43   0   0   1   0.125000   0.500000   0.0
44   0   0   1   0.125000   0.562500   0.0
45   0   0   1   0.125000   0.625000   0.0
46   0   0   1   0.125000   0.687500   0.0
47   0   0   1   0.125000   0.750000   0.0
48   0   0   1   0.125000   0.812500   0.0
49   0   0   1   0.125000   0.875000   0.0
50   0   0   1   0.125000   0.937500   0.0
51   0   0   1   0.125000   1.000000   0.0
52   0   0   1   0.187500   0.000000   0.0
53   0   0   1   0.187500   0.062500   0.0
54   0   0   1   0.187500   0.125000   0.0
55   0   0   1   0.187500   0.187500   0.0
56   0   0   1   0.187500   0.250000   0.0
57   0   0   1   0.187500   0.312500   0.0
58   0   0   1   0.187500   0.375000   0.0
59   0   0   1   0.187500   0.437500   0.0
60   0   0   1   0.187500   0.500000   0.0
61   0   0   1   0.187500   0.562500   0.0
62   0   0   1   0.187500   0.625000   0.0
63   0   0   1   0.187500   0.687500   0.0
64   0   0   1   0.187500   0.750000   0.0
65   0   0   1   0.187500   0.812500   0.0
66   0   0   1   0.187500   0.875000   0.0
67   0   0   1   0.187500   0.937500   0.0
68   0   0   1   0.187500   1.000000   0.0
69   0   0   1   0.250000   0.000000   0.0
70   0   0   1   0.250000   0.062500   0.0
71   0   0   1   0.250000   0.125000   0.0
72   0   0   1   0.250000   0.187500   0.0
73   0   0   1   0.250000   0.250000   0.0
74   0   0   1   0.250000   0.312500   0.0
75   0   0   1   0.250000   0.375000   0.0
76   0   0   1   0.250000   0.437500   0.0
77   0   0   1   0.250000   0.500000   0.0
78   0   0   1   0.250000   0.562500   0.0
79   0   0   1   0.250000   0.625000   0.0
80   0   0   1   0.250000   0.687500   0.0
81   0   0   1   0.250000   0.750000   0.0
82   0   0   1   0.250000   0.812500   0.0
83   0   0   1   0.250000   0.875000   0.0
84   0   0   1   0.250000   0.937500   0.0
85   0   0   1   0.250000   1.000000   0.0
86   0   0   1   0.312500   0.000000   0.0
87   0   0   1   0.312500   0.062500   0.0
