H8_Cantilever_Cube_2x2x2_Body_Force_x
27	1	1	1
1	1	1	1	0.000000	0.000000	0.000000
2	0	0	0	0.500000	0.000000	0.000000
3	0	0	0	1.000000	0.000000	0.000000
4	1	1	1	0.000000	0.500000	0.000000
5	0	0	0	0.500000	0.500000	0.000000
6	0	0	0	1.000000	0.500000	0.000000
7	1	1	1	0.000000	1.000000	0.000000
8	0	0	0	0.500000	1.000000	0.000000
9	0	0	0	1.000000	1.000000	0.000000
10	1	1	1	0.000000	0.000000	0.500000
11	0	0	0	0.500000	0.000000	0.500000
12	0	0	0	1.000000	0.000000	0.500000
13	1	1	1	0.000000	0.500000	0.500000
14	0	0	0	0.500000	0.500000	0.500000
15	0	0	0	1.000000	0.500000	0.500000
16	1	1	1	0.000000	1.000000	0.500000
17	0	0	0	0.500000	1.000000	0.500000
18	0	0	0	1.000000	1.000000	0.500000
19	1	1	1	0.000000	0.000000	1.000000
20	0	0	0	0.500000	0.000000	1.000000
21	0	0	0	1.000000	0.000000	1.000000
22	1	1	1	0.000000	0.500000	1.000000
23	0	0	0	0.500000	0.500000	1.000000
24	0	0	0	1.000000	0.500000	1.000000
25	1	1	1	0.000000	1.000000	1.000000
26	0	0	0	0.500000	1.000000	1.000000
27	0	0	0	1.000000	1.000000	1.000000
1	27
1	1	0.002604166667
2	1	0.015625000000
3	1	0.013020833333
4	1	0.005208333333
5	1	0.031250000000
6	1	0.026041666667
7	1	0.002604166667
8	1	0.015625000000
9	1	0.013020833333
10	1	0.005208333333
11	1	0.031250000000
12	1	0.026041666667
13	1	0.010416666667
14	1	0.062500000000
15	1	0.052083333333
16	1	0.005208333333
17	1	0.031250000000
18	1	0.026041666667
19	1	0.002604166667
20	1	0.015625000000
21	1	0.013020833333
22	1	0.005208333333
23	1	0.031250000000
24	1	0.026041666667
25	1	0.002604166667
26	1	0.015625000000
27	1	0.013020833333
4	8	1
1	10000.0	0.0
1	1	2	5	4	10	11	14	13	1
2	2	3	6	5	11	12	15	14	1
3	4	5	8	7	13	14	17	16	1
4	5	6	9	8	14	15	18	17	1
5	10	11	14	13	19	20	23	22	1
6	11	12	15	14	20	21	24	23	1
7	13	14	17	16	22	23	26	25	1
8	14	15	18	17	23	24	27	26	1
