H8_Cantilever_Cube_4x4x4_Body_Force_x
125	1	1	1
1	1	1	1	0.000000	0.000000	0.000000
2	0	0	0	0.250000	0.000000	0.000000
3	0	0	0	0.500000	0.000000	0.000000
4	0	0	0	0.750000	0.000000	0.000000
5	0	0	0	1.000000	0.000000	0.000000
6	1	1	1	0.000000	0.250000	0.000000
7	0	0	0	0.250000	0.250000	0.000000
8	0	0	0	0.500000	0.250000	0.000000
9	0	0	0	0.750000	0.250000	0.000000
10	0	0	0	1.000000	0.250000	0.000000
11	1	1	1	0.000000	0.500000	0.000000
12	0	0	0	0.250000	0.500000	0.000000
13	0	0	0	0.500000	0.500000	0.000000
14	0	0	0	0.750000	0.500000	0.000000
15	0	0	0	1.000000	0.500000	0.000000
16	1	1	1	0.000000	0.750000	0.000000
17	0	0	0	0.250000	0.750000	0.000000
18	0	0	0	0.500000	0.750000	0.000000
19	0	0	0	0.750000	0.750000	0.000000
20	0	0	0	1.000000	0.750000	0.000000
21	1	1	1	0.000000	1.000000	0.000000
22	0	0	0	0.250000	1.000000	0.000000
23	0	0	0	0.500000	1.000000	0.000000
24	0	0	0	0.750000	1.000000	0.000000
25	0	0	0	1.000000	1.000000	0.000000
26	1	1	1	0.000000	0.000000	0.250000
27	0	0	0	0.250000	0.000000	0.250000
28	0	0	0	0.500000	0.000000	0.250000
29	0	0	0	0.750000	0.000000	0.250000
30	0	0	0	1.000000	0.000000	0.250000
31	1	1	1	0.000000	0.250000	0.250000
32	0	0	0	0.250000	0.250000	0.250000
33	0	0	0	0.500000	0.250000	0.250000
34	0	0	0	0.750000	0.250000	0.250000
35	0	0	0	1.000000	0.250000	0.250000
36	1	1	1	0.000000	0.500000	0.250000
37	0	0	0	0.250000	0.500000	0.250000
38	0	0	0	0.500000	0.500000	0.250000
39	0	0	0	0.750000	0.500000	0.250000
40	0	0	0	1.000000	0.500000	0.250000
41	1	1	1	0.000000	0.750000	0.250000
42	0	0	0	0.250000	0.750000	0.250000
43	0	0	0	0.500000	0.750000	0.250000
44	0	0	0	0.750000	0.750000	0.250000
45	0	0	0	1.000000	0.750000	0.250000
46	1	1	1	0.000000	1.000000	0.250000
47	0	0	0	0.250000	1.000000	0.250000
48	0	0	0	0.500000	1.000000	0.250000
49	0	0	0	0.750000	1.000000	0.250000
50	0	0	0	1.000000	1.000000	0.250000
51	1	1	1	0.000000	0.000000	0.500000
52	0	0	0	0.250000	0.000000	0.500000
53	0	0	0	0.500000	0.000000	0.500000
54	0	0	0	0.750000	0.000000	0.500000
55	0	0	0	1.000000	0.000000	0.500000
56	1	1	1	0.000000	0.250000	0.500000
57	0	0	0	0.250000	0.250000	0.500000
58	0	0	0	0.500000	0.250000	0.500000
59	0	0	0	0.750000	0.250000	0.500000
60	0	0	0	1.000000	0.250000	0.500000
61	1	1	1	0.000000	0.500000	0.500000
62	0	0	0	0.250000	0.500000	0.500000
63	0	0	0	0.500000	0.500000	0.500000
64	0	0	0	0.750000	0.500000	0.500000
65	0	0	0	1.000000	0.500000	0.500000
66	1	1	1	0.000000	0.750000	0.500000
67	0	0	0	0.250000	0.750000	0.500000
68	0	0	0	0.500000	0.750000	0.500000
69	0	0	0	0.750000	0.750000	0.500000
